,대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
1041,139,연세대 정문 건너편,창천동,서대문구,13,1590,4972
1042,140,이화여대 후문,신촌동,서대문구,20,2150,6172
1043,141,연대 대운동장 옆,신촌동,서대문구,20,2298,6583
1044,158,독립문 어린이 공원,영천동,서대문구,15,2561,4809
1045,159,이대역 4번 출구,대현동,서대문구,7,1011,3739
1046,160,북아현동 가구거리,북아현동,서대문구,20,2566,5768
1047,161,무악재역1번 출구,홍제동,서대문구,8,1580,2887
1048,162,봉원고가차도 밑,대신동,서대문구,15,2877,8721
1049,163,명지전문대학교 정문 앞,홍은동,서대문구,7,1334,3456
1050,164,북가좌1동 주민센터,북가좌동,서대문구,10,2140,4266
1051,165,중앙근린공원,북가좌동,서대문구,20,4950,9637
1052,166,가재울 초등학교,연희동,서대문구,20,8611,13306
1053,167,연가초등학교 옆,북가좌동,서대문구,15,2153,4783
1054,169,북가좌 삼거리,북가좌동,서대문구,15,2193,4365
1055,170,가재울 뉴타운 주유소 옆,남가좌동,서대문구,10,4310,8192
1056,171,임광빌딩 앞,미근동,서대문구,10,2268,4903
1057,173,서대문역 8번출구 앞,홍은동,서대문구,8,2171,5449
1058,175,홍연2교옆,홍은동,서대문구,20,8065,15744
1059,176,명지대학교 도서관,남가좌동,서대문구,10,6196,15387
1060,177,북가좌 초등학교,북가좌동,서대문구,8,2110,4587
1061,178,증산3교 앞,북가좌동,서대문구,10,3973,7088
1062,179,가좌역 4번출구 앞,남가좌동,서대문구,15,5353,10501
1063,180,충정로역 7번출구 아래,홍은동,서대문구,10,3144,6816
1064,188,홍은동 정원여중 입구,홍은동,서대문구,10,4658,7857
1065,191,서우빌딩(바른학원),북가좌동,서대문구,10,2799,5561
1066,192,연서어린이공원,연희동,서대문구,10,2261,5287
1067,194,증산교 앞,북가좌동,서대문구,10,5875,11240
1068,195,모래내고가차도,연희동,서대문구,10,2177,4584
1069,196,연희교차로 인근,연희동,서대문구,10,1355,2953
1070,198,충정2교,충정로3가,서대문구,15,2515,5837
1071,3100,북성초교,북아현동,서대문구,8,983,2656
1072,3101,서대문구청,연희동,서대문구,15,3948,7522
1073,3102,연희삼거리,연희동,서대문구,10,3940,9039
1074,3103,홍제삼거리 북측,홍제동,서대문구,8,2720,4930
1075,3104,e편한세상 신촌4단지 앞,북아현동,서대문구,13,2557,5387
1076,3105,홍은센트레빌 아파트 앞,홍은동,서대문구,12,1436,2892
1077,3106,홍남교 두바퀴쉼터,연희동,서대문구,12,6937,11110
1078,3107,연희초등학교 앞,연희동,서대문구,7,1662,3870
1079,3109,북한산더샾 106동 앞,홍은동,서대문구,15,37,0
1080,3110,홍은 현대아이파크 아파트 202동 앞,홍은동,서대문구,15,73,0
1081,3111,무악재역 4번 출구,홍제동,서대문구,10,31,0
1082,3112,독립문역 5번 출구,현저동,서대문구,9,19,0
1083,3113,독립문역사거리,현저동,서대문구,25,33,0
1084,3114,충정로역 3번 출구,합동,서대문구,12,68,0
1085,3115,북아현 치안센터 인근,북아현동,서대문구,20,100,0
1086,3116,신촌역 4번출구,창천동,서대문구,10,111,0
1087,3117,이화여대 인문관 인근,대신동,서대문구,10,56,0
1088,3119,연희 브라운스톤 아파트 앞,연희동,서대문구,10,205,0
1089,3120,DMC엘가아파트 앞,남가좌동,서대문구,12,162,0
1090,3121,가좌삼거리,북가좌동,서대문구,15,125,0
1091,3122,북가좌삼거리2,북가좌동,서대문구,30,94,0
1092,3123,DMC파크뷰자이1단지 110동 앞,남가좌동,서대문구,30,49,0
1093,3124,DMC센트럴아이파크아파트,남가좌동,서대문구,20,0,0
1094,3125,연희파크푸르지오아파트 앞,연희동,서대문구,15,0,0
1095,3126,남가좌동 제2공영주차장,남가좌동,서대문구,10,57,0
1096,3127,홍은2파출소 옆,홍은동,서대문구,10,44,0
1097,3128,동신병원 맞은편,홍은동,서대문구,7,80,0
1098,3129,DMC래미안e편한세상203동옆,북가좌동,서대문구,20,107,0
1099,3130,가재울사거리,남가좌동,서대문구,20,0,0
1100,3131,연가교 교차로,홍제동,서대문구,15,87,0
1101,3132,홍제교,홍제동,서대문구,20,37,0
1102,3133,핀란드 타워앞,대현동,서대문구,18,27,0
1103,3134,SK리체블(상수도사업본부),합동,서대문구,10,60,0
1104,2201,본마을 정류소 앞,신원동,서초구,20,746,1501
1105,2202,청계산입구역 1번출구,신원동,서초구,20,3648,10076
1106,2203,청계산입구역 2번출구,신원동,서초구,20,812,1697
1107,2205,내곡3단지 어린이공원 앞,내곡동,서초구,15,1855,4126
1108,2206,언남초등학교 앞,내곡동,서초구,20,3236,7216
1109,2207,내곡파출소 뒤 정자,내곡동,서초구,9,381,1090
1110,2210,반포1동 주민센터 앞,반포동,서초구,15,1566,3338
1111,2211,서초구립반포도서관 앞,반포동,서초구,10,2512,6628
1112,2212,서초현대4차아파트 201동 맞은편,서초동,서초구,20,1365,3675
1113,2213,고속터미널역 5번출구 앞,반포동,서초구,20,4729,9807
1114,2214,신반포역 2번출구 앞,반포동,서초구,15,5390,10148
1115,2215,반포종합운동장 입구,반포동,서초구,10,2657,6219
1116,2217,아크로리버뷰 부지 앞,잠원동,서초구,20,9775,16934
1117,2219,"고속터미널역 8-1번, 8-2번 출구 사이",반포동,서초구,20,23416,45704
1118,2220,반포본동 주민센터 앞,반포동,서초구,10,9891,16202
1119,2221,하나은행 방배동지점 앞,방배동,서초구,15,4074,8667
1120,2222,사당역 12번출구 뒤,사당동,서초구,10,6030,12811
1121,2223,방배래미안 정문 앞,방배동,서초구,20,1161,2699
1122,2225,백석예술대학교 제3캠퍼스 앞,방배동,서초구,15,528,1848
1123,2226,신동아럭스빌아파트 앞,방배동,서초구,15,573,1863
1124,2227,방배열린문화센터 앞,방배동,서초구,15,3201,7989
1125,2228,뒷벌공원 옆,방배동,서초구,20,5079,10343
1126,2229,로고스교회 맞은 편,방배동,서초구,10,1005,2836
1127,2230,이수역 4번 출구,사당동,서초구,20,5588,15441
1128,2231,삼성타운(삼성생명) A동 맞은편,서초동,서초구,15,5773,14229
1129,2233,서초신동아1차아파트 옆,방배동,서초구,20,2402,5704
1130,2235,KT 서초지사 앞,반포동,서초구,15,1740,4718
1131,2237,서울남부터미널 대합실 입구,서초동,서초구,20,2817,7214
1132,2239,교대역 6번출구,서초동,서초구,10,1606,5126
1133,2241,양재전화국 사거리,도곡동,서초구,11,1059,3282
1134,2242,양재역 11번 출구 앞,서초동,서초구,20,3545,7878
1135,2243,서울가정법원,양재동,서초구,15,2362,6490
1136,2244,교육개발원입구 교차로,우면동,서초구,20,4157,10898
1137,2245,양재초등학교 맞은편,양재동,서초구,20,1662,4910
1138,2246,서울시 품질시험소 앞,우면동,서초구,15,2140,4782
1139,2247,섬들근린공원,우면동,서초구,25,5052,10302
1140,2248,서초리슈빌S 글로벌 앞,우면동,서초구,10,1577,3846
1141,2249,우솔초등학교 맞은편,우면동,서초구,10,1079,2012
1142,2250,서초유치원 맞은편,우면동,서초구,10,2345,4231
1143,2251,더케이호텔 입구(양재2),양재동,서초구,10,3061,6211
1144,2252,하이브랜드 앞,양재동,서초구,25,4582,11575
1145,2255,시민의숲역 1번출구 옆,양재동,서초구,25,6246,16048
1146,2256,양재동 꽃시장 입구,양재동,서초구,10,2060,3493
1147,2257,하나로클럽 양재점 맞은편,양재동,서초구,10,783,1482
1148,2258,구룡사 삼거리,개포동,서초구,20,938,2534
1149,2259,잠원역 3번-4번 출구사이,잠원동,서초구,15,3252,7227
1150,2262,한신16차아파트 119동 앞,잠원동,서초구,20,12951,19755
1151,2263,바우뫼문화복지회관,우면동,서초구,20,2307,6308
1152,2264,이수역 1번출구,방배동,서초구,9,7340,14943
1153,2265,이수고가차도 남단,방배동,서초구,10,5617,6040
1154,2266,서초역 3번출구,서초동,서초구,15,2680,7307
1155,2268,서초4동주민센터,서초동,서초구,10,2311,5766
1156,2269,주홍교 하부,잠원동,서초구,10,1072,2710
1157,2270,서초포레스타 7단지,신원동,서초구,10,1309,2411
1158,2271,내방역 8번출구 앞,방배동,서초구,8,2378,5763
1159,2272,교대입구 교차로,서초동,서초구,10,818,2674
1160,2273,일동제약 사거리,양재동,서초구,10,2608,5444
1161,2274,양재시민의숲역 3번출구,양재동,서초구,10,4534,11014
1162,2275,염곡치안센터 건너편,염곡동,서초구,10,229,530
1163,2276,영동1교 (양재천근린공원),양재동,서초구,15,3120,6483
1164,2277,길마중4교 하부,잠원동,서초구,10,3374,7182
1165,2279,교대역 5번출구뒤,서초동,서초구,10,3808,10388
1166,2280,서울서초고용센터앞,서초동,서초구,10,1696,5572
1167,2281,연세사랑병원신관앞,방배동,서초구,7,1165,2848
1168,2282,방배래미안아트힐 101동앞,방배동,서초구,15,748,2314
1169,2283,그룹한빌딩옆,방배동,서초구,10,713,2338
1170,2284,CJ오쇼핑앞,방배동,서초구,10,615,2077
1171,2285,LH서초3단지 301동 맞은편,우면동,서초구,15,2190,3854
1172,2286,탑성마을입구,염곡동,서초구,10,233,583
1173,2287,능안마을입구,내곡동,서초구,10,85,275
1174,2288,안골마을입구,내곡동,서초구,10,156,373
1175,2289,남태령역 2번출구,방배동,서초구,10,456,1133
1176,2290,서래마을파리15구공원앞,반포동,서초구,10,3293,7221
1177,2292,무지개아파트 앞,서초동,서초구,15,1304,3581
1178,2293,SPC 앞,양재동,서초구,10,2138,5820
1179,2294,두상빌딩 앞,양재동,서초구,15,3825,7720
1180,2297,남부터미널역 1번출구,서초동,서초구,10,2185,4813
1181,2298,래미안서초스위트앞,서초동,서초구,12,1224,3161
1182,2299,한전아트센터 앞,서초동,서초구,12,2446,5926
1183,2501,서초 포레스타5단지,신원동,서초구,10,2414,5500
1184,2502,서초역1번출구 앞,서초동,서초구,9,1526,4196
1185,2503,반포1동 서초빌딩 앞,서초동,서초구,10,2712,6523
1186,2504,신사역 4번출구 뒤,잠원동,서초구,10,2827,6002
1187,2505,우성아파트사거리 (기업은행앞),서초동,서초구,12,3754,8949
1188,2506,LG유플러스 (방배사옥),방배동,서초구,10,956,2840
1189,2508,양재이스타빌 앞,양재동,서초구,10,3229,7596
1190,2509,KT반포지사,반포동,서초구,16,1973,3137
1191,2510,JW타워,서초동,서초구,8,786,1684
1192,2511,이수역 6번출구 앞,방배동,서초구,10,3035,6181
1193,2514,사평역 2번출구,반포동,서초구,10,26,0
1194,2515,서초초등학교 후문,서초동,서초구,15,34,0
1195,2516,본마을 노인복지센터 앞,신원동,서초구,10,64,0
1196,2517,서초3교(효령로69길 방면),방배동,서초구,20,33,0
1197,2518,서초3교(효령로70길 방면),서초동,서초구,20,52,0
1198,2519,서초2교(사임당로 방면),서초동,서초구,15,10,0
1199,2520,서초1교 (진흥아파트 방면),서초동,서초구,20,46,0
1200,2521,서초 크로바타워 앞,서초동,서초구,13,36,0
1201,2523,뉴코아 킴스클럽 앞,잠원동,서초구,10,222,0
1202,2524,반포쇼핑타운 8동 앞,잠원동,서초구,10,0,0
1203,2525,반포쇼핑타운 2동 앞,잠원동,서초구,15,4,0
1204,2526,반포경남쇼핑 앞,잠원동,서초구,10,230,0
1205,2527,반포중학교 앞(세화여고 맞은편),반포동,서초구,10,86,0
1206,2528,함지박 사거리,방배동,서초구,10,106,0
1207,2529,우리은행 방배동지점 앞,방배동,서초구,12,192,0
1208,2530,삼호3차아파트 앞,방배동,서초구,15,221,0
1209,2531,멤피스아파트 앞,방배동,서초구,10,209,0
1210,2532,국립국악원 앞,서초동,서초구,10,22,0
1211,2533,한가람미술관 앞,서초동,서초구,10,41,0
1212,2534,신흥교(애견훈련소),내곡동,서초구,10,17,0
1213,2535,신반포역 3번출구 뒤,반포동,서초구,15,59,0
1214,2536,서초종합체육관 입구,원지동,서초구,20,6,0
1215,2537,양재역 8번출구 앞,양재동,서초구,10,95,0
1216,2538,사평리 공원,잠원동,서초구,10,210,0
1217,2539,대한무역투자진흥공사 KOTRA 앞,염곡동,서초구,10,0,0
1218,2540,반포천 앞,반포동,서초구,10,102,0
1219,2541,옛골 입구,신원동,서초구,15,17,0
1220,2542,신논현역2번출구(신논현타워 앞),반포동,서초구,10,137,0
1221,2545,국립중앙도서관(국제회의장옆),반포동,서초구,18,7,0
1222,3511,응봉역 1번출구,응봉동,성동구,10,13500,19363
1223,3513,상왕십리역 1번출구,하왕십리동,성동구,10,4089,11077
1224,3514,왕십리교회옆,상왕십리동,성동구,10,5624,13155
1225,3515,서울숲 관리사무소,성수동,성동구,20,12635,17663
1226,3525,금호스포츠센터앞,금호동4가,성동구,15,4935,6337
1227,3527,왕십리 자이아파트,하왕십리동,성동구,8,139,746
1228,3530,왕십리자이아파트 후문(삼거리),하왕십리동,성동구,15,1079,2194
1229,3531,논골사거리(금호도서관 입구),금호동,성동구,15,581,1027
1230,3532,왕십리KCC스위첸아파트,하왕십리동,성동구,15,365,1448
1231,3538,서울숲 IT캐슬,성수동,성동구,14,2880,4303
1232,506,금호 어울림 아파트 앞,송정동,성동구,7,1470,3123
1233,507,성수아이에스비즈타워 앞,성수동,성동구,7,4202,10242
1234,508,성수아카데미타워 앞,성수동,성동구,10,4367,8699
1235,509,이마트 버스정류소 옆,성수동,성동구,20,9446,20939
1236,510,서울숲 남문 버스정류소 옆,성수동,성동구,10,6054,8510
1237,511,서울숲역 4번 출구 옆,성수동,성동구,16,6442,15991
1238,512,뚝섬역 1번 출구 옆,성수동,성동구,15,10557,18947
1239,513,뚝섬역 5번 출구 정류소 옆,성수동,성동구,13,8579,17797
1240,514,성수사거리 버스정류장 앞,성수동,성동구,7,6255,14054
1241,518,청계천 박물관 앞,마장동,성동구,20,3207,6756
1242,519,양지사거리,홍익동,성동구,20,3002,6551
1243,520,상왕십리역 4번 출구 앞,하왕십리동,성동구,10,2644,5534
1244,521,왕십리역 11번 출구 앞,행당동,성동구,14,5735,12684
1245,522,금호역 1번출구 앞,금호동,성동구,9,1051,2228
1246,523,옥수동성당 옆,옥수동,성동구,11,307,780
1247,524,래미안금호하이리버 아파트 102동 옆,금호동,성동구,10,1426,2711
1248,525,한양대병원사거리,행당동,성동구,20,10611,20314
1249,526,용답토속공원 앞,용답동,성동구,10,3766,8626
1250,529,장한평역 8번 출구 앞,용답동,성동구,15,3901,9815
1251,530,청계벽산아파트 앞,하왕십리동,성동구,9,5508,9861
1252,533,우리은행 금호동 지점 앞,금호동,성동구,7,1523,3083
1253,534,금호사거리,금호동,성동구,20,1202,2513
1254,535,응봉삼거리,응봉동,성동구,16,2358,4801
1255,536,행당역 2번출구 앞,행당동,성동구,8,3192,6223
1256,537,한양대후문역 부근,행당동,성동구,10,4733,9650
1257,538,답십리역 8번출구 앞,용답동,성동구,15,2362,6518
1258,550,서울시설공단 앞,마장동,성동구,15,3701,7967
1259,556,달맞이공원,금호동,성동구,20,774,1079
1260,557,도선동 주민센터 앞,홍익동,성동구,10,3206,7761
1261,558,성동광진 교육지원청 앞,행당동,성동구,20,4558,11145
1262,559,왕십리역 4번 출구 건너편,행당동,성동구,10,6777,16188
1263,560,비전교회 앞,송정동,성동구,8,4804,9929
1264,561,서울숲역 2번출구 앞,성수동,성동구,10,5760,10003
1265,562,군자지하보도 앞,송정동,성동구,10,3696,8362
1266,563,성동세무서 건너편,성수동,성동구,10,5745,12053
1267,564,금호역 3번출구,금호동,성동구,15,404,737
1268,565,옥수역 3번출구,옥수동,성동구,20,17882,27767
1269,567,성수역 2번출구 앞,성수동,성동구,15,9110,20403
1270,568,청계8가사거리 부근,신설동,성동구,10,8937,19079
1271,569,응봉현대아파트 정류소,응봉동,성동구,10,927,1807
1272,578,성동세무서 부근,송정동,성동구,8,4845,10165
1273,579,마장역 4번출구,마장동,성동구,8,4536,9915
1274,581,용답초등학교,용답동,성동구,13,2199,3990
1275,582,경일중학교 앞,성수동,성동구,10,4302,9744
1276,583,청계천 생태교실 앞,마장동,성동구,20,18769,25892
1277,583,청계천 생태교실 앞,마장동,성동구,5,18769,25892
1278,585,성수2가1동 공영주차장 인근,성수동,성동구,9,7850,18308
1279,586,마장동 주민센터,마장동,성동구,10,2509,4356
1280,587,유니베라 앞,성수동,성동구,10,4252,8411
1281,589,성수역3번출구,성수동,성동구,8,9739,20709
1282,594,중랑물재생센터(서울새활용플라자),용답동,성동구,15,1642,3435
1283,3544,한양대역 3번 출구,행당동,성동구,10,282,0
1284,3545,한양대역 1번출구,행당동,성동구,10,530,0
1285,3547,상왕십리역 6번 출입구,하왕십리동,성동구,10,0,0
1286,3548,뚝섬역 6번출구,성수동,성동구,10,48,0
1287,3549,건영아파트 앞,송정동,성동구,9,49,0
1288,3550,금호나들목,금호동,성동구,20,355,0
1289,3551,성동도로사업소,용답동,성동구,15,110,0
1290,3552,서울숲 공영주차장앞,성수동,성동구,10,455,0
1291,3553,마장역3번출구,마장동,성동구,10,133,0
1292,3555,양지사거리(센트라스APT 115동앞),마장동,성동구,20,33,0
1293,3556,신금호파크자이APT앞,금호동,성동구,15,18,0
1294,3557,서울숲리버뷰자이APT105동 앞,행당동,성동구,10,91,0
1295,3558,마장동 금호어울림APT앞,마장동,성동구,10,220,0
1296,3559,성동구민종합체육센터 앞,성수동,성동구,10,867,0
1297,3560,성동구 견인차량 보관소 앞,용답동,성동구,10,461,0
1298,3561,행당동 삼부APT후문,행당동,성동구,10,14,0
1299,1302,한성대입구역6번출구 뒤,동소문동,성북구,5,2814,4834
1300,1303,돈암초교 입구,동소문동,성북구,10,3696,8415
1301,1304,만해공원,성북동,성북구,15,1014,2300
1302,1305,성북구청,삼선동,성북구,15,2866,6551
1303,1306,한성대입구역2번출구,동소문동,성북구,10,4294,11312
1304,1308,안암로터리 버스정류장 앞,안암동,성북구,18,15381,38142
1305,1313,정릉교회 앞,정릉동,성북구,10,0,2670
1306,1314,정릉꿈에그린1단지 201동 앞,정릉동,성북구,8,1436,2243
1307,1315,고려사대부속중고 정문,정릉동,성북구,10,1301,3109
1308,1316,고려사대부속중고 건너편,정릉동,성북구,20,936,3105
1309,1318,길음역 3번출구 뒤,길음동,성북구,10,3222,8502
1310,1319,종암사거리 분수대,종암동,성북구,10,5715,13076
1311,1320,LG베스트샵 종암점,종암동,성북구,10,5853,12312
1312,1321,국민은행 종암동지점 앞,종암동,성북구,14,7027,16567
1313,1322,래미안라센트아파트 103동 앞,종암동,성북구,10,3023,6662
1314,1323,월곡역 입구 육교 밑,하월곡동,성북구,10,2605,5026
1315,1325,상월곡역 4번출구,상월곡동,성북구,10,1882,3886
1316,1326,상월곡역 1번출구,상월곡동,성북구,10,2564,5067
1317,1327,상월곡역 3번출구,상월곡동,성북구,10,3613,6799
1318,1328,월곡역 3번출구,하월곡동,성북구,10,7715,15312
1319,1332,석계역 5번출구 건너편,월계동,성북구,10,6551,11645
1320,1333,석관초등학교 앞,석관동,성북구,15,5145,9797
1321,1334,석관동주민센터 앞,석관동,성북구,10,2947,5204
1322,1336,성북3교 위,삼선동,성북구,20,6160,10927
1323,1337,돈암성당 옆,보문동,성북구,10,9380,19173
1324,1338,용문2교 옆,보문동,성북구,15,2978,6866
1325,1339,삼성전자서비스 성북센터,하월곡동,성북구,9,3628,7502
1326,1340,광운초등학교 앞,한천로,성북구,11,4166,3105
1327,1342,성북쉼터 앞,장위동,성북구,15,795,1439
1328,1343,한성대7번출구 앞,동소문동,성북구,10,2513,4524
1329,1344,아리랑시네센터 앞,돈암동,성북구,10,1864,3739
1330,1346,길음8골어린이공원 옆,길음동,성북구,15,2830,6160
1331,1347,길음래미안아파트817동 상가 앞,길음동,성북구,20,1426,3166
1332,1348,성북제일새마을금고 본점 앞,길음동,성북구,12,1591,3327
1333,1349,월계2교 버스정류장 앞,장위동,성북구,10,1920,3413
1334,1351,안암2교 옆,안암동,성북구,8,6032,11695
1335,1352,e 편한세상 보문아파트 내,보문동,성북구,8,976,2450
1336,1353,금호어울림센터힐 내,돈암동,성북구,8,1159,2174
1337,1354,고려대학교 2번출구,종암동,성북구,18,5712,15461
1338,1355,보문2교,동선동,성북구,20,7978,13767
1339,1357,북한산보국문역,정릉동,성북구,20,1833,3731
1340,1358,정릉도서관 앞,정릉동,성북구,7,1898,3598
1341,1359,장위뉴타운 꿈에 숲 코오롱 하늘채 앞,장위동,성북구,20,2667,4719
1342,1360,정릉역,정릉동,성북구,10,2688,3232
1343,1361,홍익중고 입구,성북동,성북구,20,3104,6755
1344,1362,보문역6번출구 앞,신설동,성북구,10,3942,8743
1345,1363,보문4교 인근,안암동,성북구,15,6168,12023
1346,1364,성북동 치안센터 앞,성북동,성북구,10,2093,4342
1347,1365,선잠단지 앞,성북동,성북구,15,825,1935
1348,1366,일신초등학교 옆,종암동,성북구,10,1283,2276
1349,1367,길음문화복합미디어센터,길음동,성북구,15,1325,2921
1350,1368,성신여대입구 교차로,동선동,성북구,10,3517,7727
1351,1369,미아사거리,성북구,성북구,15,4422,7398
1352,1370,복자사랑 피정의 집,성북동,성북구,20,1642,3136
1353,1372,KEB은행 고대점,안암동,성북구,15,6479,14579
1354,1373,성북구보건소 건너편,하월곡동,성북구,8,3132,4860
1355,1375,생명의 전화 종합복지관 앞 교차로,하월곡동,성북구,20,5439,8980
1356,1376,한국과학기술연구원 중문,하월곡동,성북구,7,785,1924
1357,1377,한국과학기술연구원 북문,하월곡동,성북구,10,687,2143
1358,1379,길음뉴타운푸르지오아파트 3단지,정릉동,성북구,15,15,0
1359,1380,월곡역 5번출구 앞,하월곡동,성북구,10,214,0
1360,1381,석계역 4번출구 뒤,석관동,성북구,10,196,0
1361,1382,월곡래미안아파트 입구,하월곡동,성북구,10,0,0
1362,1383,성북동 주민센터 건너편,성북동,성북구,10,118,0
1363,1384,성신여대입구역 5번출구,동선동,성북구,10,333,0
1364,1385,성신여대입구역 3번출구 앞,동소문동,성북구,10,59,0
1365,1386,동선고가차도 초입,동선동,성북구,10,83,0
1366,1388,커핀그루나루,동소문동,성북구,10,35,0
1367,1390,석관래미안아트리치,석관동,성북구,10,220,0
1368,1391,성북청소년센터,장위동,성북구,20,108,0
1369,1392,돈암삼성풍림아파트,돈암동,성북구,10,8,0
1370,1393,미아 구름다리,돈암동,성북구,10,27,0
1371,1394,길음뉴타운 래미안9단지,길음동,성북구,10,542,0
1372,1395,레미안장위포레카운티(102동),장위동,성북구,20,101,0
1373,1396,레미안장위퍼스트하이(513동),장위동,성북구,20,170,0
1374,1397,래미안월곡아파트 (창문여고 건너편),하월곡동,성북구,10,86,0
1375,1201,가락시장역 3번 출구,가락동,송파구,10,7136,17337
1376,1203,밀리아나2빌딩 앞,가락동,송파구,20,7790,17117
1377,1204,거여역 3번출구,거여동,송파구,10,4004,7146
1378,1205,종합운동장역 4번출구,잠실동,송파구,15,3871,9263
1379,1206,9호선종합운동장역 9번출구,잠실동,송파구,20,4896,13647
1380,1207,마천CU우방점 앞,마천동,송파구,10,2674,4902
1381,1208,풍납현대아파트쉼터,풍납동,송파구,20,6513,14177
