,대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
1382,1209,잠실나루역 (2번 출구 쪽),신천동,송파구,20,14499,28273
1383,1210,롯데월드타워(잠실역2번출구 쪽),신천동,송파구,30,19408,48987
1384,1211,방이삼거리,송파동,송파구,7,9758,22604
1385,1212,송파역 2번 출구앞,가락동,송파구,10,7810,24767
1386,1213,백토공원 앞,오금동,송파구,20,3342,7586
1387,1214,오금역 7번 출구 인근,오금동,송파구,10,3907,8452
1388,1215,올림픽공원역 1번출구 앞,방이동,송파구,15,4437,9932
1389,1217,송파파인타운 7단지,장지동,송파구,15,2951,6582
1390,1218,방이역 4번출구,방이동,송파구,12,7138,14907
1391,1220,잠실본동주민센터뒤 잠실근린공원,잠실동,송파구,15,5249,13269
1392,1221,삼전사거리 포스코더샵,잠실동,송파구,10,5958,12924
1393,1222,잠실새내역 5번 출구 뒤,잠실동,송파구,15,14492,33569
1394,1224,아시아지하보도 2번 출구,잠실동,송파구,15,5084,12584
1395,1226,잠실4동 주민센터 옆,신천동,송파구,10,5260,11353
1396,1227,거여역 8번출구 뒤,거여동,송파구,10,4066,6650
1397,1228,마천사거리,거여동,송파구,10,3919,8064
1398,1229,송파체육문화회관 앞,거여동,송파구,15,3041,6026
1399,1230,송파중학교 정문,가락동,송파구,10,3165,6659
1400,1231,잠실역 6번출구,잠실동,송파구,10,8010,16781
1401,1232,롯데마트 주차장 옆,잠실동,송파구,10,4210,9796
1402,1233,잠실3거리(갤러리아팰리스),잠실동,송파구,9,2749,6155
1403,1235,잠실트리지움310동 옆,잠실동,송파구,14,5574,13076
1404,1239,문정 법조단지3,문정동,송파구,20,1877,3143
1405,1240,문정 법조단지4,문정동,송파구,10,1541,3364
1406,1241,문정 법조단지5,문정동,송파구,15,1521,3822
1407,1242,문정 법조단지6,문정동,송파구,15,585,1049
1408,1243,문정 법조단지7,문정동,송파구,20,8304,19320
1409,1244,문정 법조단지8,문정동,송파구,7,6295,17259
1410,1245,문정 법조단지9,문정동,송파구,10,5071,12693
1411,1246,문정 법조단지10,장지동,송파구,30,5229,10475
1412,1247,문정 법조단지11,문정동,송파구,15,3447,7859
1413,1248,방이초등학교,방이동,송파구,20,5731,13169
1414,1249,아주중학교건너편,잠실동,송파구,10,3429,8001
1415,1250,문정2동 주민센터,문정동,송파구,10,1840,3126
1416,1251,석촌역 2번출구,송파동,송파구,10,10093,23763
1417,1253,오금역 3번 출구 뒤,가락동,송파구,10,2707,4281
1418,1256,문정현대아파트 교차로,문정동,송파구,8,2902,7391
1419,1257,가락시장역 롯데마트앞,가락동,송파구,20,4930,10536
1420,1258,가락미륭아파트 앞,가락동,송파구,10,1407,3312
1421,1259,방이역 1번출구,오금동,송파구,15,5815,12085
1422,1260,방이동 한양3차아파트 옆,방이동,송파구,8,4730,10723
1423,1262,송파여성문화회관 앞,송파동,송파구,10,5146,12619
1424,1263,장지공영차고지,장지동,송파구,10,957,2218
1425,1264,천호역 10번 출구 앞,풍납동,송파구,8,7061,14441
1426,1265,문정동 근린공원,문정동,송파구,10,6040,15850
1427,1266,문정동 글샘 공원,문정동,송파구,10,1484,3663
1428,1269,리센츠아파트,잠실동,송파구,10,4392,9633
1429,1271,송파도서관,오금동,송파구,15,3378,9249
1430,1274,영파여고 앞,풍납동,송파구,20,3035,6602
1431,1275,거여초등학교 옆,오금동,송파구,15,1730,3390
1432,1277,오금동 송파 참병원,오금동,송파구,8,4552,8891
1433,1278,송파구청 교차로,방이동,송파구,10,7234,15864
1434,1279,마천금호어울림 1차아파트 건너편,마천동,송파구,10,2045,3694
1435,1280,송파파크데일 2단지입구 앞 주차장,마천동,송파구,20,2087,4221
1436,1282,송파소방서 맞은편(성내4교),마천동,송파구,10,4897,9615
1437,1283,오금공원 사거리,오금동,송파구,8,1343,3085
1438,1285,위례별 유치원 뒤,장지동,송파구,15,2241,4468
1439,1286,위례중앙푸르지오 1단지 앞,장지동,송파구,10,4058,8306
1440,1287,위례아이파크 101동 맞은편,장지동,송파구,8,1646,3175
1441,1288,문정중교 사거리,문정동,송파구,15,4938,13270
1442,1289,풍납동 자전거보관소,풍납동,송파구,10,2041,4130
1443,1290,위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,장지동,송파구,10,2704,4794
1444,1291,서울체육고등학교 앞,방이동,송파구,10,3058,10035
1445,1293,석촌호교차로 (스타벅스 앞),삼전동,송파구,10,6907,17346
1446,1295,잠실역 8번출구,신천동,송파구,20,13041,26587
1447,1296,석촌호수교차로 (송파나루근린공원 앞),잠실동,송파구,10,2518,5650
1448,1297,석촌호수교차로(동호 팔각정 앞),잠실동,송파구,10,5459,12533
1449,1299,송파소방서 (방이119안전센터),방이동,송파구,15,1792,4934
1450,1300,오륜사거리,방이동,송파구,15,2127,3800
1451,2601,석촌호수 서호사거리,잠실동,송파구,10,6283,16497
1452,2603,송파 글마루 도서관,잠실동,송파구,10,2497,6560
1453,2604,삼표레미콘 앞,풍납동,송파구,10,3295,7395
1454,2605,복정역 1번 출구 앞,장지동,송파구,15,1465,3030
1455,2606,위례동주민센터 맞은편 근린공원,거여동,송파구,10,3412,5094
1456,2607,복정역 2번출구 후문 (장지치안센터),장지동,송파구,15,2487,4981
1457,2608,송파구청,신천동,송파구,15,4473,12993
1458,2609,보성중고등학교 후문 앞,방이동,송파구,10,627,1155
1459,2610,여흥레이크빌 앞 (석촌호수 까페거리),송파동,송파구,10,4785,9429
1460,2611,송파지역자활센터 뒤,풍납동,송파구,7,4965,8704
1461,2612,문정·가락 대여소 앞,가락동,송파구,10,269,584
1462,2613,잠실나들목,잠실동,송파구,18,11793,19421
1463,2614,가락고등학교 앞,송파동,송파구,15,4164,9275
1464,2615,테라타워2,문정동,송파구,15,6329,14127
1465,2616,거여동 사거리,거여동,송파구,10,1596,3289
1466,2617,가락삼환아파트 앞,가락동,송파구,15,4027,8025
1467,2618,삼전역 1번출구,잠실동,송파구,14,4557,10557
1468,2619,석촌고분역 4번출구,삼전동,송파구,9,9033,21327
1469,2620,송파나루역 4번 출구옆,방이동,송파구,15,10360,23971
1470,2621,한성백제역 2번 출구,방이동,송파구,15,11310,22922
1471,2622,올림픽공원역 3번출구,방이동,송파구,20,14951,28485
1472,2623,석촌동 주민센터,석촌동,송파구,15,703,0
1473,2625,가락1동 주민센터,가락동,송파구,15,408,0
1474,2626,경찰병원,가락동,송파구,15,114,0
1475,2627,문정시영아파트 5동 앞 공원,문정동,송파구,10,0,0
1476,2628,문정역 1번출구,문정동,송파구,15,567,0
1477,2629,문정동 힐스데이트 에코 송파,문정동,송파구,15,425,0
1478,2630,서울방이동 고분군,방이동,송파구,12,691,0
1479,2631,배명고등학교,삼전동,송파구,15,398,0
1480,2632,석촌고분역 2번 출구,석촌동,송파구,9,642,0
1481,2633,송파학사 옆,장지동,송파구,20,332,0
1482,2634,위례포레샤인아파트 2318동,장지동,송파구,15,221,0
1483,2635,잠실새내역 1번출구,잠실동,송파구,15,352,0
1484,2637,잠실월드 메르디앙,잠실동,송파구,15,730,0
1485,2638,쌍용아파트,풍납동,송파구,8,0,0
1486,2639,석촌역 8번출구,석촌동,송파구,18,799,0
1487,2641,송파역 4번출구,가락동,송파구,10,1122,0
1488,2642,마천동 성내천 쉼터,마천동,송파구,12,421,0
1489,2643,풍납중학교 측면,풍납동,송파구,10,942,0
1490,2644,성내5교 (GS주유소),오금동,송파구,10,432,0
1491,2645,잠실나들목2(엘스아파트136동),잠실동,송파구,10,1234,0
1492,2646,레이클펠리스101동앞,잠실동,송파구,15,656,0
1493,2647,잠실 자전거 수리센터 앞,잠실동,송파구,15,377,0
1494,2648,헬리오시티 112동 앞,가락동,송파구,30,606,0
1495,2649,오금공원사거리2,오금동,송파구,10,126,0
1496,2650,위례22단지 2208동 다리앞,장지동,송파구,11,0,0
1497,2651,경찰병원역 3번출구 앞,가락동,송파구,20,466,0
1498,2652,송파 레미니스1단지 102동 앞,오금동,송파구,20,312,0
1499,2653,올림픽공원사거리(선수촌아파트),방이동,송파구,20,615,0
1500,2654,올림픽선수촌아파트 136동 앞,방이동,송파구,10,264,0
1501,2655,송이공원,송파동,송파구,20,490,0
1502,2656,풍납동 아이파크 107동 앞,풍납동,송파구,10,0,0
1503,2657,송파 파인타운 11단지,장지동,송파구,10,4,0
1504,700,KB국민은행 염창역 지점 앞,목동,양천구,20,7022,13903
1505,701,목동사거리 부근,목동,양천구,8,2661,5702
1506,702,목4동주민센터 옆,목동,양천구,16,3590,6281
1507,703,오목교역 7번출구 앞,목동,양천구,12,10506,21278
1508,704,남부법원검찰청 교차로,신정동,양천구,15,10062,18794
1509,706,신정네거리역,신월동,양천구,15,4607,8619
1510,707,신정3동주민센터,신정동,양천구,10,1844,2965
1511,708,서울출입국관리사무소 앞,신정동,양천구,16,8929,16516
1512,709,신정3동 현장민원실 앞,신정동,양천구,20,2314,2797
1513,710,서부화물트럭터미널 사거리,신정동,양천구,12,955,3479
1514,711,신일해피트리아파트 앞,신월동,양천구,20,1661,3329
1515,712,강월초교입구 사거리,신월동,양천구,14,2670,5051
1516,713,양서중학교 옆,신월동,양천구,20,2252,3404
1517,714,한국SGI 양천문화회관 앞,신월동,양천구,10,2307,4156
1518,716,신정6동 주민센터 인근,신정동,양천구,15,7700,15340
1519,719,홍익병원앞 교차로,목동,양천구,10,4162,8898
1520,720,서울강월초등학교 앞,신월동,양천구,10,1310,2470
1521,722,LG전자베스트샵 신정점,신정동,양천구,10,5599,10013
1522,723,SBS방송국,목동,양천구,15,8249,17140
1523,724,계남공원 입구 주출입구 좌측,신정동,양천구,15,793,1175
1524,725,양강중학교앞 교차로,신정동,양천구,15,1498,3438
1525,726,목동3단지 시내버스정류장,목동,양천구,15,5838,10445
1526,729,서부식자재마트 건너편,신정동,양천구,10,5307,8528
1527,731,서울시 도로환경관리센터,목동,양천구,10,5936,11801
1528,732,신월동 이마트,신월동,양천구,10,2608,4163
1529,733,신정이펜하우스314동,신정동,양천구,10,2006,3190
1530,734,신트리공원 입구,신정동,양천구,10,4045,6196
1531,735,영도초등학교,목동,양천구,10,5354,10029
1532,736,오솔길공원,신월동,양천구,10,3131,5818
1533,737,장수공원,신월동,양천구,10,2446,3979
1534,739,신월사거리,신월동,양천구,15,2675,6267
1535,740,으뜸공원,신월동,양천구,10,2676,5113
1536,741,화곡로 입구 교차로,신월동,양천구,10,1079,1640
1537,742,등촌역 5번 출구 뒤,목동,양천구,10,2457,5048
1538,743,현대6차아파트 101동 옆,신정동,양천구,10,1965,3266
1539,744,신목동역 2번 출구,목동,양천구,10,4760,8749
1540,745,강서초등학교,목동,양천구,10,2232,4245
1541,746,목동2단지 상가,목동,양천구,10,6026,10615
1542,747,목동3단지 상가,목동,양천구,10,3199,6960
1543,748,목동운동장,목동,양천구,15,1042,2162
1544,749,이대 목동병원 앞,목동,양천구,10,4627,6633
1545,750,연의근린공원 건너편,신정동,양천구,10,2583,3743
1546,752,성원2차 아파트,목동,양천구,10,2693,4773
1547,754,목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆,목동,양천구,10,3415,6712
1548,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),목동,양천구,10,5627,10186
1549,756,목동주차장,목동,양천구,10,4659,9216
1550,757,신정이펜하우스 1단지아파트 입구 사거리,신정동,양천구,10,1533,2209
1551,758,한사랑교회 앞,신정동,양천구,10,4559,8164
1552,759,보아스아파트 앞,신월동,양천구,9,2168,3318
1553,760,잣절보도육교 아래,신정동,양천구,10,1402,2467
1554,762,오목로 무중력지대 앞,목동,양천구,10,4760,6777
1555,763,목동11단지 아파트,신정동,양천구,10,2237,3669
1556,764,목동청소년수련관,목동,양천구,30,6377,11621
1557,765,오목교역 3번출구,목동,양천구,10,10679,13020
1558,766,신목동역 3번출구,목동,양천구,15,6901,7799
1559,767,신정숲속마을아파트,신정동,양천구,10,39,0
1560,768,목동5단지아파트 501동,신정동,양천구,15,256,0
1561,769,CBS방송국 앞,목동,양천구,20,361,0
1562,770,목동역5번출구 교통정보센터 앞,목동,양천구,10,743,0
1563,771,목동아파트 703동 앞,목동,양천구,8,375,0
1564,773,"염창역 3, 4번 출구 사이",목동,양천구,10,263,0
1565,774,등촌역 4번 출구 ,목동,양천구,11,109,0
1566,775,세종그랑시아 앞(102동),목동,양천구,10,150,0
1567,776,목마공원,목동,양천구,15,76,0
1568,777,신월6차보람아파트 앞,신월동,양천구,10,218,0
1569,779,양천나눔누리센터,신정동,양천구,10,288,0
1570,780,신정교 하부,신정동,양천구,15,414,0
1571,781,신정보도육교 아래,신정동,양천구,10,350,0
1572,782,서남병원 후문,신정동,양천구,20,128,0
1573,785,"양천구청, 보건소 사잇길",신정동,양천구,15,1410,0
1574,786,목동아파트 8단지 상가동 앞,신정동,양천구,9,267,0
1575,787,양천아파트 입구,신정동,양천구,10,1284,0
1576,788,양천구청역 2번출구 옆,신정동,양천구,15,1228,0
1577,790,화곡고가 사거리,신월동,양천구,40,133,0
1578,791,현대하이페리온,목동,양천구,15,372,0
1579,792,목동트라팰리스 웨스턴에비뉴,목동,양천구,20,597,0
1580,200,국회의원회관,여의도동,영등포구,20,2054,5207
1581,201,진미파라곤 앞,여의도동,영등포구,15,5593,10241
1582,202,국민일보 앞,여의도동,영등포구,30,11848,23870
1583,203,국회의사당역 3번출구 옆,여의도동,영등포구,15,5944,12580
1584,204,국회의사당역 5번출구 옆,여의도동,영등포구,13,4140,9704
1585,205,산업은행 앞,여의도동,영등포구,20,5538,9924
1586,206,KBS 앞,여의도동,영등포구,35,7664,14312
1587,207,여의나루역 1번출구 앞,여의도동,영등포구,40,43174,66424
1588,209,유진투자증권빌딩 앞,여의도동,영등포구,12,4062,6365
1589,210,IFC몰,여의도동,영등포구,22,14949,31664
1590,211,여의도역 4번출구 옆,여의도동,영등포구,13,8789,19097
1591,212,여의도역 1번출구 옆,여의도동,영등포구,35,6559,17386
1592,213,KT앞,여의도동,영등포구,15,5173,11482
1593,214,금융감독원 앞,여의도동,영등포구,20,4048,8592
1594,215,여의도고교 앞,여의도동,영등포구,10,4385,7623
1595,216,삼부아파트1동 앞,여의도동,영등포구,10,4146,9007
1596,217,NH농협은행 앞,여의도동,영등포구,10,3368,11171
1597,218,증권거래소 앞,여의도동,영등포구,20,3671,6470
1598,219,롯데캐슬엠파이어 옆,여의도동,영등포구,12,3682,7560
1599,220,미성아파트 A동 앞,여의도동,영등포구,30,4186,7490
1600,221,여의도초교 앞,여의도동,영등포구,10,7006,11016
1601,222,시범아파트버스정류장 옆,여의도동,영등포구,12,9729,19655
1602,223,진주아파트상가 앞,여의도동,영등포구,20,4247,9191
1603,224,롯데캐슬 앞,여의도동,영등포구,20,5826,11505
1604,225,앙카라공원 앞,여의도동,영등포구,26,4355,7604
1605,226,샛강역 1번출구 앞,여의도동,영등포구,20,5428,9847
1606,227,양평2나들목 보행통로 입구,양화동,영등포구,10,7812,10870
1607,228,선유도역 3번출구 앞,양평동,영등포구,10,11321,19057
1608,229,양평1 보행육교 앞,양평동,영등포구,20,6827,10792
1609,230,영등포구청역 1번출구,당산동,영등포구,10,12020,26948
1610,231,남부고용노동지청 남측,양평동,영등포구,10,3044,6999
1611,232,양평우림 이비즈센타 앞,양평동,영등포구,20,10097,21324
1612,233,YP 센터 앞,양평동,영등포구,10,1309,2206
1613,234,영등포구민체육센터 앞,신길동,영등포구,10,2570,6374
1614,235,신길동 우리은행 옆,신길동,영등포구,10,2804,5732
1615,236,문래동자이아파트 앞,문래동,영등포구,10,5094,10138
1616,238,제2구민체육센타 앞,당산동,영등포구,10,4813,13496
1617,239,유스호스텔 앞,영등포동,영등포구,20,3941,9190
1618,240,문래역 4번출구 앞,문래동,영등포구,10,6234,14643
1619,241,신길우성1차아파트 앞 공원,도림동,영등포구,10,3561,9434
1620,242,신길선원가와인아파트 앞,신길동,영등포구,15,2742,5934
1621,243,이앤씨드림타워 앞,양평동,영등포구,15,5803,11601
1622,244,영등포삼환아파트 앞,영등포동,영등포구,20,5357,10876
1623,245,삼성생명 당산사옥 앞,당산동,영등포구,10,6953,14196
1624,247,당산역 10번출구 앞,당산동,영등포구,15,15404,31296
1625,248,초원아파트 앞,여의도동,영등포구,10,9775,15804
1626,249,여의도중학교 옆,여의도동,영등포구,8,9883,11295
1627,250,대림아파트 사거리,신길동,영등포구,10,2607,4304
1628,251,서울지방병무청 버스정류장,신길동,영등포구,10,3708,6255
1629,252,보라매역4번출구,신길동,영등포구,10,4456,9712
1630,253,신풍역 5번출구 인근,신길동,영등포구,10,3944,9248
1631,254,도림신협 앞,신길동,영등포구,10,3215,6230
1632,255,도림4거리,신길동,영등포구,10,3855,8755
1633,256,동아에코빌입구,도림동,영등포구,10,3322,7196
1634,257,신길삼거리(우리은행),신길동,영등포구,10,8391,14673
1635,258,신길역3번출구,영등포동,영등포구,14,3838,9082
1636,259,대방역6번출구,신길동,영등포구,17,9141,19325
1637,260,여의도 마리나선착장 앞,여의도동,영등포구,15,2528,5488
1638,262,영문초등학교 사거리,문래동,영등포구,12,8410,18461
1639,263,근로자회관 사거리,문래동,영등포구,12,8476,14957
1640,264,교보생명보험 앞,당산동,영등포구,15,4383,9286
1641,265,영등포유통상가 사거리,당산동,영등포구,15,3674,7298
1642,266,영등포청과시장 사거리,영등포동,영등포구,10,2372,6210
1643,267,삼성화재 사옥 옆,양평동,영등포구,10,5031,9335
1644,268,그랜드컨벤션센터 앞,당산동,영등포구,6,5249,10886
1645,270,증권거래소후문교차로,여의도동,영등포구,10,2778,4720
1646,271,샛강생태공원방문자센터 앞,여의도동,영등포구,10,1926,2806
1647,272,당산육갑문,당산동,영등포구,20,18723,28890
1648,274,영등포역지하쇼핑센타 5번출구,영등포동,영등포구,10,11654,24048
1649,275,신동아아파트,양평동,영등포구,10,7317,15273
1650,276,SK 영등포주유소,영등포동,영등포구,10,5351,10792
1651,277,영등포뉴타운지하상가 2번게이트,영등포동,영등포구,10,4994,9947
1652,278,쌍용플레티넘오피스텔,도림동,영등포구,10,6205,11080
1653,279,영등포 푸르지오 아파트,영등포동,영등포구,15,5146,12033
1654,280,양평동6차현대아파트 앞,양평동,영등포구,10,5682,10785
1655,281,신동아아파트 앞,양평동,영등포구,8,2811,5600
1656,282,신한은행,대림동,영등포구,10,1443,3181
1657,283,아크로타워 스퀘어(영등포시장),영등포동,영등포구,15,8283,15126
1658,284,센트럴 푸르지오 시티 앞,영등포동,영등포구,12,10503,22250
1659,285,대림3동사거리(하나은행),대림동,영등포구,8,1771,3815
1660,286,우성아파트 교차로,대림동,영등포구,8,3130,7485
1661,287,영등포전화국사거리 (서강어린이공원),영등포동,영등포구,10,5246,12771
1662,288,쌍용예가(구청별관),당산동,영등포구,10,2288,4385
1663,289,대림3동사거리,대림동,영등포구,10,2337,6041
1664,290,당산동 SK V1 빌딩,당산동,영등포구,12,4747,8783
1665,291,문래동 하이테크 시티,문래동,영등포구,14,6157,10369
1666,292,영일 어린이공원,영등포동,영등포구,10,2207,4645
1667,293,충북 미래관,당산동,영등포구,15,7529,14858
1668,295,영등포공원 분수대 앞,영등포동,영등포구,10,0,0
1669,296,KT플라자 영등포점,영등포동,영등포구,15,467,0
1670,297,국회3문,여의도동,영등포구,20,75,0
1671,298,KBS 연구동 건너편,여의도동,영등포구,20,49,0
1672,299,여의도 순복음교회,여의도동,영등포구,10,286,0
1673,3201,당산skv1센터,당산동,영등포구,9,294,0
1674,3202,당산롯데캐슬프레스티지,당산동,영등포구,15,615,0
1675,3203,도림동배드민턴체육관,도림동,영등포구,10,120,0
1676,3204,도림고가도로 밑,도림동,영등포구,10,26,0
1677,3205,문래중학교,문래동,영등포구,10,624,0
1678,3206,문래동 주민센터,문래동,영등포구,15,197,0
1679,3207,양남사거리 교통섬,양평동,영등포구,15,159,0
1680,3211,신길 래미안 프레비뉴,신길동,영등포구,20,285,0
1681,3212,신풍역 6번출구,신길동,영등포구,10,431,0
1682,3214,영등포 푸르지오,영등포동,영등포구,10,417,0
1683,3215,강변삼성래미안,당산동,영등포구,15,297,0
1684,3219,영등포역 2번출구,신당동,영등포구,10,323,0
1685,3220,래미안에스티움(신풍로) 앞,신길동,영등포구,20,258,0
1686,3221,서울특별시 남부교육지원청,문래동,영등포구,10,70,0
1687,800,목월공원 앞,한남동,용산구,15,4619,9568
1688,802,한강진역 2번 출구 앞,한남동,용산구,10,1794,3724
1689,803,한남초교 앞 보도육교,한남동,용산구,10,1281,2444
1690,805,문배어린이공원 앞,문배동,용산구,9,3375,7493
1691,806,전자랜드 본관 앞,한강로동,용산구,20,3098,7324
1692,807,서울역 12번 출구 앞,동자동,용산구,10,2752,5827
1693,808,서빙고동 금호맨션 앞,서빙고동,용산구,10,1446,2817
1694,809,한남 유수지 복개주차장,한남동,용산구,10,3329,5296
1695,810,이태원지하보도,용산동,용산구,10,1944,3078
1696,811,녹사평역1번출구,용산동,용산구,20,2008,3915
1697,812,용산전쟁기념관,용산동,용산구,20,1104,3317
1698,813,삼각지역 3번출구,한강로동,용산구,20,3092,7374
1699,815,LIG강촌아파트 103동앞,이촌동,용산구,20,5324,9768
1700,816,신용산역 6번출구 앞,한강로동,용산구,15,8137,18213
1701,817,삼각지역 4번출구 앞,한강로동,용산구,9,1961,4383
1702,818,숙명여대 입구 교차로,청파동,용산구,15,3854,9186
1703,819,선린인터넷 고등학교,청파동,용산구,12,2814,6197
1704,820,청파동입구 교차로,동자동,용산구,10,2382,5368
1705,822,이촌1동 마을공원,이촌동,용산구,10,1495,2509
1706,823,효창동주민센터 앞,효창동,용산구,10,824,2130
1707,825,서빙고동 주민센터 앞,서빙고동,용산구,15,10393,16308
1708,827,국군복지단,용산동2가,용산구,20,560,2174
1709,828,숙대입구역 8번,갈월동,용산구,7,2290,5460
1710,829,베르가모앞,한강로동,용산구,40,10429,19018
1711,830,청암자이아파트앞,청암동,용산구,10,2065,3781
1712,831,이태원관광특구입구,이태원동,용산구,15,1422,3244
1713,832,이촌1동 주민센터 뒤,이촌동,용산구,15,8684,14224
1714,834,효창공원앞역 3번출구 뒤,효창동,용산구,15,5378,10221
1715,835,남영역 건너편,갈월동,용산구,10,2545,6001
1716,836,현대자동차서비스 앞,원효로,용산구,15,4510,6228
1717,837,한남나들목 입구,한남동,용산구,10,7036,11220
1718,838,숙대입구역 4번출구,남영동,용산구,8,2974,7300
1719,839,보광동 삼성리버빌아파트 앞,보광동,용산구,10,3466,4680
